id	internal_title	primary_axis	concept
q306	Backstage Ledger	conservation-law-induction	Across the rotating theater, transformations reshape mask actors through scene-dependent sightlines while preserving one latent quantity; the goal distribution can be reached only by tracking transfers globally rather than matching local appearance. Small discrete actions accumulate a continuous-looking quantity whose threshold and direction both matter.
q307	Catalyst Ledger	conservation-law-induction	Across the chemical refinery, transformations reshape reactant beads through temperature-gated pipes while preserving one latent quantity; the goal distribution can be reached only by tracking transfers globally rather than matching local appearance. Looking at a component writes its current orientation into memory; hiding it later executes the stored orientation.
q308	Asterism Ledger	conservation-law-induction	Across the orbital chart, transformations reshape star nodes through precessing relation lines while preserving one latent quantity; the goal distribution can be reached only by tracking transfers globally rather than matching local appearance. A single reset erases physical progress while preserving acquired evidence, enforcing separate experiment and execution phases.
q309	Reedbed Ledger	conservation-law-induction	Across the flooded marsh, transformations reshape reed beetles through salinity fronts while preserving one latent quantity; the goal distribution can be reached only by tracking transfers globally rather than matching local appearance. Every constructed component changes both function and connectivity, so a locally useful tool can obstruct the global route.
q310	Vault Ledger	conservation-law-induction	Across the branching catacomb, transformations reshape echo carriers through pressure-sealed passages while preserving one latent quantity; the goal distribution can be reached only by tracking transfers globally rather than matching local appearance. Two quantities are independently conserved but share containers, requiring simultaneous bookkeeping rather than one scalar total.
q311	Pollen Ledger	conservation-law-induction	Across the alpine meadow, transformations reshape pollen kites through directional bloom waves while preserving one latent quantity; the goal distribution can be reached only by tracking transfers globally rather than matching local appearance. A wear cue announces a change point after which the learned rule becomes its complement instead of merely gaining difficulty.
q312	Semaphore Ledger	conservation-law-induction	Across the cliff signal yard, transformations reshape flag agents through occluded relay beams while preserving one latent quantity; the goal distribution can be reached only by tracking transfers globally rather than matching local appearance. Two miniature systems accept different tests before exactly one learned policy is committed to the larger irreversible system.
q313	Impeller Ledger	conservation-law-induction	Across the turbine chamber, transformations reshape blade riders through counter-rotating wakes while preserving one latent quantity; the goal distribution can be reached only by tracking transfers globally rather than matching local appearance. Further samples remain available but become costly once no possible result can change the best supported decision.
q314	Tessera Ledger	conservation-law-induction	Across the folding mosaic, transformations reshape colored tesserae through topology-changing seams while preserving one latent quantity; the goal distribution can be reached only by tracking transfers globally rather than matching local appearance. A repeated autonomous routine can be compressed, but one state-defined window requires interrupting the macro before its last action.
q315	Vivarium Ledger	conservation-law-induction	Across the stacked terrarium, transformations reshape microfauna through temperature strata while preserving one latent quantity; the goal distribution can be reached only by tracking transfers globally rather than matching local appearance. A partner remembers whether recent help was fair and changes a later policy according to a short, inferable reciprocity rule.
q316	Crossing Ledger	conservation-law-induction	Across the river ferry, transformations reshape passenger tokens through capacity-limited docks while preserving one latent quantity; the goal distribution can be reached only by tracking transfers globally rather than matching local appearance. Separate controllers see disjoint attributes and must leave persistent nonverbal evidence before control alternates.
q317	Spectrum Ledger	conservation-law-induction	Across the prism gallery, transformations reshape light packets through wavelength-splitting panes while preserving one latent quantity; the goal distribution can be reached only by tracking transfers globally rather than matching local appearance. The same relational algebra is demonstrated first with geometry and later with agents whose surface features share nothing.
q318	Escapement Ledger	conservation-law-induction	Across the clock tower, transformations reshape weight tokens through nested gear phases while preserving one latent quantity; the goal distribution can be reached only by tracking transfers globally rather than matching local appearance. Several faults explain passive observations, but one carefully chosen intervention produces mutually exclusive outcomes.
q319	Monsoon Ledger	conservation-law-induction	Across the weather garden, transformations reshape rain seeds through delayed storm cells while preserving one latent quantity; the goal distribution can be reached only by tracking transfers globally rather than matching local appearance. Two cycles have unequal periods and the useful action exists only at a phase pair rather than at a fixed elapsed time.
q320	Workbench Ledger	conservation-law-induction	Across the mobile workshop, transformations reshape tool sprites through reconfigurable fixtures while preserving one latent quantity; the goal distribution can be reached only by tracking transfers globally rather than matching local appearance. A temporary benefit creates a delayed obligation attached to the helper's identity rather than to the transferred object.
q321	Aurora Survey	epistemic-resource-allocation	Disposable observations in the polar observatory reveal bounded slices of sweeping light curtains around selected crystal motes; the player must choose measurements whose union answers a later route question before the evidence budget expires. Returning the control to an earlier setting does not restore the earlier state, so the plan must model a visible hysteresis loop.
q322	Tide Survey	epistemic-resource-allocation	Disposable observations in the tidal basin reveal bounded slices of reversing currents around selected shell carriers; the player must choose measurements whose union answers a later route question before the evidence budget expires. One operation is irreversible and must be delayed until the preceding evidence excludes every unsafe branch.
q323	Ember Survey	epistemic-resource-allocation	Disposable observations in the ceramic kiln reveal bounded slices of stored heat bands around selected clay vessels; the player must choose measurements whose union answers a later route question before the evidence budget expires. Observation, movement, and repair consume the same finite resource, turning information gathering into a direct planning tradeoff.
q324	Honeycomb Survey	epistemic-resource-allocation	Disposable observations in the layered apiary reveal bounded slices of hexagonal scent fields around selected nectar couriers; the player must choose measurements whose union answers a later route question before the evidence budget expires. Local state updates every action while the enclosing state updates only after a completed local cycle, requiring two clocks.
q325	Alloy Survey	epistemic-resource-allocation	Disposable observations in the magnetic foundry reveal bounded slices of alternating force lanes around selected metal billets; the player must choose measurements whose union answers a later route question before the evidence budget expires. The relevant relation is expressed in a frame that translates and rotates between decisions rather than in screen coordinates.
q326	Palimpsest Survey	epistemic-resource-allocation	Disposable observations in the sliding archive reveal bounded slices of overwritten shelf traces around selected memory tiles; the player must choose measurements whose union answers a later route question before the evidence budget expires. A visible failed example shares most of the successful sequence and isolates the single causal distinction that matters.
q327	Canopy Survey	epistemic-resource-allocation	Disposable observations in the terraced orchard reveal bounded slices of seasonal shade bands around selected seed gliders; the player must choose measurements whose union answers a later route question before the evidence budget expires. A narrow intermediate store imposes a hard capacity, so a valid global transfer can still deadlock through bad ordering.
q328	Breakwater Survey	epistemic-resource-allocation	Disposable observations in the modular harbor reveal bounded slices of tide-gated channels around selected cargo skiffs; the player must choose measurements whose union answers a later route question before the evidence budget expires. The consequence of the first intervention remains dormant across two solved subgoals before changing the terminal affordance.
q329	Strata Survey	epistemic-resource-allocation	Disposable observations in the deep quarry reveal bounded slices of load-bearing fault lines around selected ore crawlers; the player must choose measurements whose union answers a later route question before the evidence budget expires. A probe can be undone physically but its observation persists, separating reversible world state from irreversible knowledge.
q330	Spore Survey	epistemic-resource-allocation	Disposable observations in the glass greenhouse reveal bounded slices of humidity gradients around selected spore colonies; the player must choose measurements whose union answers a later route question before the evidence budget expires. Two autonomous actors update on different visible schedules, and useful coordination occurs only at sparse shared events.
q331	Tapestry Survey	epistemic-resource-allocation	Disposable observations in the kinetic loom reveal bounded slices of crossing tension fields around selected thread shuttles; the player must choose measurements whose union answers a later route question before the evidence budget expires. Completing an intermediate pattern rewires which locations are adjacent, so the later plan operates on a new graph.
q332	Lockwater Survey	epistemic-resource-allocation	Disposable observations in the stepped canal reveal bounded slices of coupled water levels around selected barge tokens; the player must choose measurements whose union answers a later route question before the evidence budget expires. Two entities exchange appearance and position while retaining causal identity, making trail history necessary for assignment.
q333	Murmuration Survey	epistemic-resource-allocation	Disposable observations in the open aviary reveal bounded slices of collective wind wakes around selected flock markers; the player must choose measurements whose union answers a later route question before the evidence budget expires. A redundant parity relation detects one misleading observation and must be satisfied before the final action is accepted.
q334	Moraine Survey	epistemic-resource-allocation	Disposable observations in the moving glacier reveal bounded slices of crevasse flow bands around selected stone rafts; the player must choose measurements whose union answers a later route question before the evidence budget expires. Solving a local enclosure changes one token in an outer dependency puzzle, coupling inner completion order to the terminal goal.
q335	Waystation Survey	epistemic-resource-allocation	Disposable observations in the desert caravan reveal bounded slices of shifting dune corridors around selected supply walkers; the player must choose measurements whose union answers a later route question before the evidence budget expires. A visible opponent state updates from the last two player policies and punishes repetition with a predictable counter.
q336	Backstage Survey	epistemic-resource-allocation	Disposable observations in the rotating theater reveal bounded slices of scene-dependent sightlines around selected mask actors; the player must choose measurements whose union answers a later route question before the evidence budget expires. Small discrete actions accumulate a continuous-looking quantity whose threshold and direction both matter.
q337	Catalyst Survey	epistemic-resource-allocation	Disposable observations in the chemical refinery reveal bounded slices of temperature-gated pipes around selected reactant beads; the player must choose measurements whose union answers a later route question before the evidence budget expires. Looking at a component writes its current orientation into memory; hiding it later executes the stored orientation.
q338	Asterism Survey	epistemic-resource-allocation	Disposable observations in the orbital chart reveal bounded slices of precessing relation lines around selected star nodes; the player must choose measurements whose union answers a later route question before the evidence budget expires. A single reset erases physical progress while preserving acquired evidence, enforcing separate experiment and execution phases.
q339	Reedbed Survey	epistemic-resource-allocation	Disposable observations in the flooded marsh reveal bounded slices of salinity fronts around selected reed beetles; the player must choose measurements whose union answers a later route question before the evidence budget expires. Every constructed component changes both function and connectivity, so a locally useful tool can obstruct the global route.
q340	Vault Survey	epistemic-resource-allocation	Disposable observations in the branching catacomb reveal bounded slices of pressure-sealed passages around selected echo carriers; the player must choose measurements whose union answers a later route question before the evidence budget expires. Two quantities are independently conserved but share containers, requiring simultaneous bookkeeping rather than one scalar total.
q341	Pollen Survey	epistemic-resource-allocation	Disposable observations in the alpine meadow reveal bounded slices of directional bloom waves around selected pollen kites; the player must choose measurements whose union answers a later route question before the evidence budget expires. A wear cue announces a change point after which the learned rule becomes its complement instead of merely gaining difficulty.
q342	Semaphore Survey	epistemic-resource-allocation	Disposable observations in the cliff signal yard reveal bounded slices of occluded relay beams around selected flag agents; the player must choose measurements whose union answers a later route question before the evidence budget expires. Two miniature systems accept different tests before exactly one learned policy is committed to the larger irreversible system.
q343	Impeller Survey	epistemic-resource-allocation	Disposable observations in the turbine chamber reveal bounded slices of counter-rotating wakes around selected blade riders; the player must choose measurements whose union answers a later route question before the evidence budget expires. Further samples remain available but become costly once no possible result can change the best supported decision.
q344	Tessera Survey	epistemic-resource-allocation	Disposable observations in the folding mosaic reveal bounded slices of topology-changing seams around selected colored tesserae; the player must choose measurements whose union answers a later route question before the evidence budget expires. A repeated autonomous routine can be compressed, but one state-defined window requires interrupting the macro before its last action.
q345	Vivarium Survey	epistemic-resource-allocation	Disposable observations in the stacked terrarium reveal bounded slices of temperature strata around selected microfauna; the player must choose measurements whose union answers a later route question before the evidence budget expires. A partner remembers whether recent help was fair and changes a later policy according to a short, inferable reciprocity rule.
q346	Crossing Survey	epistemic-resource-allocation	Disposable observations in the river ferry reveal bounded slices of capacity-limited docks around selected passenger tokens; the player must choose measurements whose union answers a later route question before the evidence budget expires. Separate controllers see disjoint attributes and must leave persistent nonverbal evidence before control alternates.
q347	Spectrum Survey	epistemic-resource-allocation	Disposable observations in the prism gallery reveal bounded slices of wavelength-splitting panes around selected light packets; the player must choose measurements whose union answers a later route question before the evidence budget expires. The same relational algebra is demonstrated first with geometry and later with agents whose surface features share nothing.
q348	Escapement Survey	epistemic-resource-allocation	Disposable observations in the clock tower reveal bounded slices of nested gear phases around selected weight tokens; the player must choose measurements whose union answers a later route question before the evidence budget expires. Several faults explain passive observations, but one carefully chosen intervention produces mutually exclusive outcomes.
q349	Monsoon Survey	epistemic-resource-allocation	Disposable observations in the weather garden reveal bounded slices of delayed storm cells around selected rain seeds; the player must choose measurements whose union answers a later route question before the evidence budget expires. Two cycles have unequal periods and the useful action exists only at a phase pair rather than at a fixed elapsed time.
q350	Workbench Survey	epistemic-resource-allocation	Disposable observations in the mobile workshop reveal bounded slices of reconfigurable fixtures around selected tool sprites; the player must choose measurements whose union answers a later route question before the evidence budget expires. A temporary benefit creates a delayed obligation attached to the helper's identity rather than to the transferred object.
q351	Aurora Rig	tool-construction	Short components in the polar observatory can redirect, join, or support crystal motes moving through sweeping light curtains; later levels require building one reusable device whose geometry has two interacting functional effects. Returning the control to an earlier setting does not restore the earlier state, so the plan must model a visible hysteresis loop.
q352	Tide Rig	tool-construction	Short components in the tidal basin can redirect, join, or support shell carriers moving through reversing currents; later levels require building one reusable device whose geometry has two interacting functional effects. One operation is irreversible and must be delayed until the preceding evidence excludes every unsafe branch.
q353	Ember Rig	tool-construction	Short components in the ceramic kiln can redirect, join, or support clay vessels moving through stored heat bands; later levels require building one reusable device whose geometry has two interacting functional effects. Observation, movement, and repair consume the same finite resource, turning information gathering into a direct planning tradeoff.
q354	Honeycomb Rig	tool-construction	Short components in the layered apiary can redirect, join, or support nectar couriers moving through hexagonal scent fields; later levels require building one reusable device whose geometry has two interacting functional effects. Local state updates every action while the enclosing state updates only after a completed local cycle, requiring two clocks.
q355	Alloy Rig	tool-construction	Short components in the magnetic foundry can redirect, join, or support metal billets moving through alternating force lanes; later levels require building one reusable device whose geometry has two interacting functional effects. The relevant relation is expressed in a frame that translates and rotates between decisions rather than in screen coordinates.
q356	Palimpsest Rig	tool-construction	Short components in the sliding archive can redirect, join, or support memory tiles moving through overwritten shelf traces; later levels require building one reusable device whose geometry has two interacting functional effects. A visible failed example shares most of the successful sequence and isolates the single causal distinction that matters.
q357	Canopy Rig	tool-construction	Short components in the terraced orchard can redirect, join, or support seed gliders moving through seasonal shade bands; later levels require building one reusable device whose geometry has two interacting functional effects. A narrow intermediate store imposes a hard capacity, so a valid global transfer can still deadlock through bad ordering.
q358	Breakwater Rig	tool-construction	Short components in the modular harbor can redirect, join, or support cargo skiffs moving through tide-gated channels; later levels require building one reusable device whose geometry has two interacting functional effects. The consequence of the first intervention remains dormant across two solved subgoals before changing the terminal affordance.
q359	Strata Rig	tool-construction	Short components in the deep quarry can redirect, join, or support ore crawlers moving through load-bearing fault lines; later levels require building one reusable device whose geometry has two interacting functional effects. A probe can be undone physically but its observation persists, separating reversible world state from irreversible knowledge.
q360	Spore Rig	tool-construction	Short components in the glass greenhouse can redirect, join, or support spore colonies moving through humidity gradients; later levels require building one reusable device whose geometry has two interacting functional effects. Two autonomous actors update on different visible schedules, and useful coordination occurs only at sparse shared events.
q361	Tapestry Rig	tool-construction	Short components in the kinetic loom can redirect, join, or support thread shuttles moving through crossing tension fields; later levels require building one reusable device whose geometry has two interacting functional effects. Completing an intermediate pattern rewires which locations are adjacent, so the later plan operates on a new graph.
q362	Lockwater Rig	tool-construction	Short components in the stepped canal can redirect, join, or support barge tokens moving through coupled water levels; later levels require building one reusable device whose geometry has two interacting functional effects. Two entities exchange appearance and position while retaining causal identity, making trail history necessary for assignment.
q363	Murmuration Rig	tool-construction	Short components in the open aviary can redirect, join, or support flock markers moving through collective wind wakes; later levels require building one reusable device whose geometry has two interacting functional effects. A redundant parity relation detects one misleading observation and must be satisfied before the final action is accepted.
q364	Moraine Rig	tool-construction	Short components in the moving glacier can redirect, join, or support stone rafts moving through crevasse flow bands; later levels require building one reusable device whose geometry has two interacting functional effects. Solving a local enclosure changes one token in an outer dependency puzzle, coupling inner completion order to the terminal goal.
q365	Waystation Rig	tool-construction	Short components in the desert caravan can redirect, join, or support supply walkers moving through shifting dune corridors; later levels require building one reusable device whose geometry has two interacting functional effects. A visible opponent state updates from the last two player policies and punishes repetition with a predictable counter.
q366	Backstage Rig	tool-construction	Short components in the rotating theater can redirect, join, or support mask actors moving through scene-dependent sightlines; later levels require building one reusable device whose geometry has two interacting functional effects. Small discrete actions accumulate a continuous-looking quantity whose threshold and direction both matter.
q367	Catalyst Rig	tool-construction	Short components in the chemical refinery can redirect, join, or support reactant beads moving through temperature-gated pipes; later levels require building one reusable device whose geometry has two interacting functional effects. Looking at a component writes its current orientation into memory; hiding it later executes the stored orientation.
q368	Asterism Rig	tool-construction	Short components in the orbital chart can redirect, join, or support star nodes moving through precessing relation lines; later levels require building one reusable device whose geometry has two interacting functional effects. A single reset erases physical progress while preserving acquired evidence, enforcing separate experiment and execution phases.
q369	Reedbed Rig	tool-construction	Short components in the flooded marsh can redirect, join, or support reed beetles moving through salinity fronts; later levels require building one reusable device whose geometry has two interacting functional effects. Every constructed component changes both function and connectivity, so a locally useful tool can obstruct the global route.
q370	Vault Rig	tool-construction	Short components in the branching catacomb can redirect, join, or support echo carriers moving through pressure-sealed passages; later levels require building one reusable device whose geometry has two interacting functional effects. Two quantities are independently conserved but share containers, requiring simultaneous bookkeeping rather than one scalar total.
q371	Pollen Rig	tool-construction	Short components in the alpine meadow can redirect, join, or support pollen kites moving through directional bloom waves; later levels require building one reusable device whose geometry has two interacting functional effects. A wear cue announces a change point after which the learned rule becomes its complement instead of merely gaining difficulty.
q372	Semaphore Rig	tool-construction	Short components in the cliff signal yard can redirect, join, or support flag agents moving through occluded relay beams; later levels require building one reusable device whose geometry has two interacting functional effects. Two miniature systems accept different tests before exactly one learned policy is committed to the larger irreversible system.
q373	Impeller Rig	tool-construction	Short components in the turbine chamber can redirect, join, or support blade riders moving through counter-rotating wakes; later levels require building one reusable device whose geometry has two interacting functional effects. Further samples remain available but become costly once no possible result can change the best supported decision.
q374	Tessera Rig	tool-construction	Short components in the folding mosaic can redirect, join, or support colored tesserae moving through topology-changing seams; later levels require building one reusable device whose geometry has two interacting functional effects. A repeated autonomous routine can be compressed, but one state-defined window requires interrupting the macro before its last action.
q375	Vivarium Rig	tool-construction	Short components in the stacked terrarium can redirect, join, or support microfauna moving through temperature strata; later levels require building one reusable device whose geometry has two interacting functional effects. A partner remembers whether recent help was fair and changes a later policy according to a short, inferable reciprocity rule.
q376	Crossing Rig	tool-construction	Short components in the river ferry can redirect, join, or support passenger tokens moving through capacity-limited docks; later levels require building one reusable device whose geometry has two interacting functional effects. Separate controllers see disjoint attributes and must leave persistent nonverbal evidence before control alternates.
q377	Spectrum Rig	tool-construction	Short components in the prism gallery can redirect, join, or support light packets moving through wavelength-splitting panes; later levels require building one reusable device whose geometry has two interacting functional effects. The same relational algebra is demonstrated first with geometry and later with agents whose surface features share nothing.
q378	Escapement Rig	tool-construction	Short components in the clock tower can redirect, join, or support weight tokens moving through nested gear phases; later levels require building one reusable device whose geometry has two interacting functional effects. Several faults explain passive observations, but one carefully chosen intervention produces mutually exclusive outcomes.
q379	Monsoon Rig	tool-construction	Short components in the weather garden can redirect, join, or support rain seeds moving through delayed storm cells; later levels require building one reusable device whose geometry has two interacting functional effects. Two cycles have unequal periods and the useful action exists only at a phase pair rather than at a fixed elapsed time.
q380	Workbench Rig	tool-construction	Short components in the mobile workshop can redirect, join, or support tool sprites moving through reconfigurable fixtures; later levels require building one reusable device whose geometry has two interacting functional effects. A temporary benefit creates a delayed obligation attached to the helper's identity rather than to the transferred object.
q381	Aurora Delegation	distributed-partial-observability	Two controllers in the polar observatory receive complementary projections of crystal motes and sweeping light curtains; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. Returning the control to an earlier setting does not restore the earlier state, so the plan must model a visible hysteresis loop.
q382	Tide Delegation	distributed-partial-observability	Two controllers in the tidal basin receive complementary projections of shell carriers and reversing currents; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. One operation is irreversible and must be delayed until the preceding evidence excludes every unsafe branch.
q383	Ember Delegation	distributed-partial-observability	Two controllers in the ceramic kiln receive complementary projections of clay vessels and stored heat bands; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. Observation, movement, and repair consume the same finite resource, turning information gathering into a direct planning tradeoff.
q384	Honeycomb Delegation	distributed-partial-observability	Two controllers in the layered apiary receive complementary projections of nectar couriers and hexagonal scent fields; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. Local state updates every action while the enclosing state updates only after a completed local cycle, requiring two clocks.
q385	Alloy Delegation	distributed-partial-observability	Two controllers in the magnetic foundry receive complementary projections of metal billets and alternating force lanes; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. The relevant relation is expressed in a frame that translates and rotates between decisions rather than in screen coordinates.
q386	Palimpsest Delegation	distributed-partial-observability	Two controllers in the sliding archive receive complementary projections of memory tiles and overwritten shelf traces; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. A visible failed example shares most of the successful sequence and isolates the single causal distinction that matters.
q387	Canopy Delegation	distributed-partial-observability	Two controllers in the terraced orchard receive complementary projections of seed gliders and seasonal shade bands; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. A narrow intermediate store imposes a hard capacity, so a valid global transfer can still deadlock through bad ordering.
q388	Breakwater Delegation	distributed-partial-observability	Two controllers in the modular harbor receive complementary projections of cargo skiffs and tide-gated channels; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. The consequence of the first intervention remains dormant across two solved subgoals before changing the terminal affordance.
q389	Strata Delegation	distributed-partial-observability	Two controllers in the deep quarry receive complementary projections of ore crawlers and load-bearing fault lines; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. A probe can be undone physically but its observation persists, separating reversible world state from irreversible knowledge.
q390	Spore Delegation	distributed-partial-observability	Two controllers in the glass greenhouse receive complementary projections of spore colonies and humidity gradients; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. Two autonomous actors update on different visible schedules, and useful coordination occurs only at sparse shared events.
q391	Tapestry Delegation	distributed-partial-observability	Two controllers in the kinetic loom receive complementary projections of thread shuttles and crossing tension fields; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. Completing an intermediate pattern rewires which locations are adjacent, so the later plan operates on a new graph.
q392	Lockwater Delegation	distributed-partial-observability	Two controllers in the stepped canal receive complementary projections of barge tokens and coupled water levels; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. Two entities exchange appearance and position while retaining causal identity, making trail history necessary for assignment.
q393	Murmuration Delegation	distributed-partial-observability	Two controllers in the open aviary receive complementary projections of flock markers and collective wind wakes; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. A redundant parity relation detects one misleading observation and must be satisfied before the final action is accepted.
q394	Moraine Delegation	distributed-partial-observability	Two controllers in the moving glacier receive complementary projections of stone rafts and crevasse flow bands; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. Solving a local enclosure changes one token in an outer dependency puzzle, coupling inner completion order to the terminal goal.
q395	Waystation Delegation	distributed-partial-observability	Two controllers in the desert caravan receive complementary projections of supply walkers and shifting dune corridors; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. A visible opponent state updates from the last two player policies and punishes repetition with a predictable counter.
q396	Backstage Delegation	distributed-partial-observability	Two controllers in the rotating theater receive complementary projections of mask actors and scene-dependent sightlines; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. Small discrete actions accumulate a continuous-looking quantity whose threshold and direction both matter.
q397	Catalyst Delegation	distributed-partial-observability	Two controllers in the chemical refinery receive complementary projections of reactant beads and temperature-gated pipes; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. Looking at a component writes its current orientation into memory; hiding it later executes the stored orientation.
q398	Asterism Delegation	distributed-partial-observability	Two controllers in the orbital chart receive complementary projections of star nodes and precessing relation lines; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. A single reset erases physical progress while preserving acquired evidence, enforcing separate experiment and execution phases.
q399	Reedbed Delegation	distributed-partial-observability	Two controllers in the flooded marsh receive complementary projections of reed beetles and salinity fronts; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. Every constructed component changes both function and connectivity, so a locally useful tool can obstruct the global route.
q400	Vault Delegation	distributed-partial-observability	Two controllers in the branching catacomb receive complementary projections of echo carriers and pressure-sealed passages; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. Two quantities are independently conserved but share containers, requiring simultaneous bookkeeping rather than one scalar total.
q401	Pollen Delegation	distributed-partial-observability	Two controllers in the alpine meadow receive complementary projections of pollen kites and directional bloom waves; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. A wear cue announces a change point after which the learned rule becomes its complement instead of merely gaining difficulty.
q402	Semaphore Delegation	distributed-partial-observability	Two controllers in the cliff signal yard receive complementary projections of flag agents and occluded relay beams; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. Two miniature systems accept different tests before exactly one learned policy is committed to the larger irreversible system.
q403	Impeller Delegation	distributed-partial-observability	Two controllers in the turbine chamber receive complementary projections of blade riders and counter-rotating wakes; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. Further samples remain available but become costly once no possible result can change the best supported decision.
q404	Tessera Delegation	distributed-partial-observability	Two controllers in the folding mosaic receive complementary projections of colored tesserae and topology-changing seams; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. A repeated autonomous routine can be compressed, but one state-defined window requires interrupting the macro before its last action.
q405	Vivarium Delegation	distributed-partial-observability	Two controllers in the stacked terrarium receive complementary projections of microfauna and temperature strata; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. A partner remembers whether recent help was fair and changes a later policy according to a short, inferable reciprocity rule.
q406	Crossing Delegation	distributed-partial-observability	Two controllers in the river ferry receive complementary projections of passenger tokens and capacity-limited docks; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. Separate controllers see disjoint attributes and must leave persistent nonverbal evidence before control alternates.
q407	Spectrum Delegation	distributed-partial-observability	Two controllers in the prism gallery receive complementary projections of light packets and wavelength-splitting panes; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. The same relational algebra is demonstrated first with geometry and later with agents whose surface features share nothing.
q408	Escapement Delegation	distributed-partial-observability	Two controllers in the clock tower receive complementary projections of weight tokens and nested gear phases; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. Several faults explain passive observations, but one carefully chosen intervention produces mutually exclusive outcomes.
q409	Monsoon Delegation	distributed-partial-observability	Two controllers in the weather garden receive complementary projections of rain seeds and delayed storm cells; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. Two cycles have unequal periods and the useful action exists only at a phase pair rather than at a fixed elapsed time.
q410	Workbench Delegation	distributed-partial-observability	Two controllers in the mobile workshop receive complementary projections of tool sprites and reconfigurable fixtures; alternating control and leaving persistent nonverbal marks are required to integrate the remote evidence into one action. A temporary benefit creates a delayed obligation attached to the helper's identity rather than to the transferred object.
q411	Aurora Revision	nonstationary-rule-revision	A visible wear state in the polar observatory causes the rule governing crystal motes and sweeping light curtains to change at a learnable boundary; sparse recalibration must identify whether the new law is inverted, rotated, or delayed. Returning the control to an earlier setting does not restore the earlier state, so the plan must model a visible hysteresis loop.
q412	Tide Revision	nonstationary-rule-revision	A visible wear state in the tidal basin causes the rule governing shell carriers and reversing currents to change at a learnable boundary; sparse recalibration must identify whether the new law is inverted, rotated, or delayed. One operation is irreversible and must be delayed until the preceding evidence excludes every unsafe branch.
q413	Ember Revision	nonstationary-rule-revision	A visible wear state in the ceramic kiln causes the rule governing clay vessels and stored heat bands to change at a learnable boundary; sparse recalibration must identify whether the new law is inverted, rotated, or delayed. Observation, movement, and repair consume the same finite resource, turning information gathering into a direct planning tradeoff.
q414	Honeycomb Revision	nonstationary-rule-revision	A visible wear state in the layered apiary causes the rule governing nectar couriers and hexagonal scent fields to change at a learnable boundary; sparse recalibration must identify whether the new law is inverted, rotated, or delayed. Local state updates every action while the enclosing state updates only after a completed local cycle, requiring two clocks.
q415	Alloy Revision	nonstationary-rule-revision	A visible wear state in the magnetic foundry causes the rule governing metal billets and alternating force lanes to change at a learnable boundary; sparse recalibration must identify whether the new law is inverted, rotated, or delayed. The relevant relation is expressed in a frame that translates and rotates between decisions rather than in screen coordinates.
q416	Palimpsest Revision	nonstationary-rule-revision	A visible wear state in the sliding archive causes the rule governing memory tiles and overwritten shelf traces to change at a learnable boundary; sparse recalibration must identify whether the new law is inverted, rotated, or delayed. A visible failed example shares most of the successful sequence and isolates the single causal distinction that matters.
